ID,Nombre,Categoria,Marca,Precio,CodeBar
598,Muffin Mix - Carrot,Capital Goods,BlueLinx Holdings Inc.,$91.88,801-05-1665
599,Wine - Beaujolais Villages,Finance,Gazit-Globe Ltd.,$33.53,367-38-3814
600,"Split Peas - Yellow, Dry",Consumer Services,"Retail Properties of America, Inc.",$97.70,586-67-5825
601,"Pasta - Penne, Lisce, Dry",Energy,"Alon USA Energy, Inc.",$51.68,801-35-6707
602,Wine - Zonnebloem Pinotage,n/a,ALPS/Dorsey Wright Sector Momentum ETF,$92.74,515-22-6679
603,Ice Cream Bar - Oreo Cone,Transportation,Euronav NV,$57.87,357-55-4151
604,Wakami Seaweed,Health Care,Biohaven Pharmaceutical Holding Company Ltd.,$92.16,182-81-7975
605,Muskox - French Rack,Consumer Services,Sutherland Asset Management Corporation,$84.58,848-34-3345
606,Sauce - Roasted Red Pepper,Consumer Services,"American Assets Trust, Inc.",$29.98,246-15-2420
607,Shallots,n/a,Wells Fargo & Company,$55.96,100-94-1687
608,Beef - Bresaola,Finance,"Conifer Holdings, Inc.",$33.70,381-05-9462
609,Neckerchief Blck,Consumer Services,"Highwoods Properties, Inc.",$57.26,679-96-1827
610,Beef - Top Butt Aaa,Consumer Durables,"Interface, Inc.",$94.85,264-92-4996
611,Apples - Spartan,Finance,Double Eagle Acquisition Corp.,$27.80,324-20-2986
612,Chocolate - Feathers,n/a,Eastman Kodak Company,$91.75,570-34-3069
613,Pate - Liver,Health Care,"ViewRay, Inc.",$71.45,892-28-6708
614,Sardines,Consumer Non-Durables,"Alico, Inc.",$21.70,430-92-9153
615,Baking Soda,Energy,Pioneer Energy Services Corp.,$55.83,113-02-8704
616,Longos - Chicken Wings,n/a,Eastman Kodak Company,$46.73,717-68-5872
617,Cream - 18%,Miscellaneous,Accenture plc,$70.99,714-51-7326
618,Calypso - Pineapple Passion,Consumer Services,"The Meet Group, Inc.",$22.07,308-04-9775
619,Dragon Fruit,Basic Industries,Aegion Corp,$15.88,612-51-4359
620,Eggwhite Frozen,Health Care,"TRACON Pharmaceuticals, Inc.",$43.80,559-85-0217
621,"Nut - Almond, Blanched, Sliced",Health Care,"Flex Pharma, Inc.",$18.98,631-11-5076
622,Wine - Tribal Sauvignon,Technology,"Aspen Technology, Inc.",$46.55,376-38-8206
623,Soup Campbells Turkey Veg.,Finance,Ocwen Financial Corporation,$92.25,230-75-6541
624,Apricots - Halves,n/a,PIMCO Dynamic Credit and Mortgage Income Fund,$42.26,833-49-0331
625,Juice - Happy Planet,n/a,The Gabelli Healthcare & Wellness Trust,$5.14,598-89-1850
626,Carbonated Water - Blackberry,n/a,"M I Acquisitions, Inc.",$49.57,831-52-6909
627,Fennel - Seeds,Consumer Services,"Zoe's Kitchen, Inc.",$9.40,195-16-6326
628,Water - Tonic,Consumer Non-Durables,Diageo plc,$84.38,850-61-3412
629,Bread - Hot Dog Buns,n/a,Managed Duration Investment Grade Municipal Fund,$95.42,384-26-0767
630,"Tomatoes - Diced, Canned",n/a,"MFA Financial, Inc.",$2.21,544-40-1718
631,Pop Shoppe Cream Soda,Technology,Twilio Inc.,$39.71,592-66-3125
632,Quail Eggs - Canned,Capital Goods,"Huntington Ingalls Industries, Inc.",$57.66,608-33-4713
633,Muffin Batt - Blueberry Passion,n/a,Annaly Capital Management Inc,$49.09,673-26-4293
634,Pork - Shoulder,Public Utilities,"NRG Energy, Inc.",$28.47,456-05-7926
635,Lettuce - Lolla Rosa,Energy,Newfield Exploration Company,$23.93,192-36-3518
636,Appetizer - Tarragon Chicken,Capital Goods,Navistar International Corporation,$99.19,159-19-6078
637,Cheese - St. Andre,Consumer Services,"Nord Anglia Education, Inc.",$71.03,396-29-3449
638,Juice - Orangina,Consumer Services,AMC Networks Inc.,$75.39,555-66-1162
639,Muffin Carrot - Individual,Energy,HollyFrontier Corporation,$90.71,854-43-6421
640,Pepper - Cubanelle,Public Utilities,Telefonica Brasil S.A.,$3.23,646-24-5129
641,Savory,Technology,Sabre Corporation,$2.47,833-57-8409
642,"Halibut - Whole, Fresh",Transportation,Southwest Airlines Company,$5.64,685-63-7933
643,Bread - Olive,Consumer Services,AGNC Investment Corp.,$34.44,139-32-8238
644,Appetizer - Tarragon Chicken,n/a,NASDAQ TEST STOCK,$19.42,756-84-6276
645,"Cod - Salted, Boneless",Transportation,"Heartland Express, Inc.",$6.59,502-36-0812
646,"Bread - Pumpernickle, Rounds",n/a,The GDL Fund,$78.13,800-81-3862
647,Sage - Fresh,Health Care,ESSA Pharma Inc.,$57.99,601-05-5764
648,"Pork - Ham, Virginia",Basic Industries,"SunCoke Energy, Inc.",$43.48,574-31-2488
649,Tomato - Peeled Italian Canned,Consumer Services,Jack In The Box Inc.,$51.37,102-40-1428
650,Food Colouring - Orange,n/a,Regions Financial Corporation,$3.14,130-87-6360
651,Filter - Coffee,Capital Goods,"Commercial Vehicle Group, Inc.",$0.89,473-28-6923
652,Carbonated Water - Peach,n/a,Calamos Dynamic Convertible & Income Fund,$34.44,853-10-7811
653,Coffee - Flavoured,Finance,Lehman ABS Corporation,$99.49,706-52-4790
654,"Lid - High Heat, Super Clear",Technology,"On Assignment, Inc.",$17.60,202-85-3266
655,Mussels - Frozen,Consumer Durables,Educational Development Corporation,$73.86,376-33-0079
656,Red Currant Jelly,n/a,PowerShares DWA Developed Markets Momentum Portfolio,$35.98,489-57-6653
657,Chicken Breast Halal,Consumer Durables,"Nexeo Solutions, Inc.",$59.69,884-04-7167
658,Ice Cream Bar - Hagen Daz,Consumer Services,"Chico's FAS, Inc.",$16.79,144-86-9096
659,Appetizer - Smoked Salmon / Dill,Capital Goods,Federal Signal Corporation,$22.74,709-53-4485
660,Tumeric,Energy,Baytex Energy Corp,$41.64,378-91-1914
661,Juice - Cranberry 284ml,n/a,Invesco Senior Income Trust,$85.27,576-70-2149
662,Ice Cream Bar - Oreo Cone,n/a,iShares MSCI Europe Small-Cap ETF,$28.17,233-85-2182
663,Broom - Angled,Technology,"Key Technology, Inc.",$19.31,398-46-8419
664,"Bread - Crumbs, Bulk",Finance,Renasant Corporation,$35.57,629-19-7442
665,Chips - Potato Jalapeno,Capital Goods,Honeywell International Inc.,$21.35,168-44-7298
666,Chef Hat 20cm,Finance,Banco Santander Chile,$77.98,343-09-4177
667,Garam Masala Powder,Finance,"OneBeacon Insurance Group, Ltd.",$79.99,509-63-8003
668,"Sprite, Diet - 355ml",Capital Goods,Fluidigm Corporation,$36.61,645-34-3607
669,Rice Paper,n/a,Eaton Vance Tax-Advantaged Global Dividend Income Fund,$28.41,867-90-5072
670,Marjoram - Fresh,Energy,Cross Timbers Royalty Trust,$70.60,818-44-1036
671,Apple - Fuji,n/a,Chimera Investment Corporation,$13.49,820-45-4405
672,"Rum - Coconut, Malibu",Technology,"Leidos Holdings, Inc.",$24.97,127-68-2081
673,"Yogurt - Blueberry, 175 Gr",n/a,VanEck Vectors Pharmaceutical ETF,$62.03,690-41-3236
674,Compound - Mocha,n/a,Global X NASDAQ China Technology ETF,$46.09,333-14-4114
675,Calypso - Pineapple Passion,Finance,iPath US Treasury 5-year Bull ETN,$80.06,138-66-4442
676,Pork - Smoked Back Bacon,n/a,"Maiden Holdings, Ltd.",$67.58,397-52-9580
677,"Lamb - Whole, Fresh",Health Care,Dr. Reddy's Laboratories Ltd,$98.88,655-06-7385
678,Everfresh Products,Finance,SLM Corporation,$79.80,512-80-6299
679,Pork Loin Cutlets,Technology,"MAM Software Group, Inc.",$5.39,172-29-8212
680,Cookies - Englishbay Wht,Finance,Severn Bancorp Inc,$98.97,467-57-8390
681,Sugar - Individual Portions,Technology,Comtech Telecommunications Corp.,$11.10,693-26-2717
682,Rootbeer,Health Care,"Community Health Systems, Inc.",$2.67,441-33-0865
683,Wine - Blue Nun Qualitatswein,Finance,STRATS Trust,$88.93,342-38-5448
684,Shrimp - Black Tiger 16/20,Finance,"BlackRock, Inc.",$96.37,385-86-2848
685,Potatoes - Idaho 100 Count,Health Care,Jazz Pharmaceuticals plc,$49.05,144-88-9613
686,Beer - Blue,Finance,Green Dot Corporation,$24.04,741-76-0687
687,Milk - Buttermilk,n/a,Gabelli NextShares Trust,$68.92,544-08-1237
688,Banana Turning,Technology,"MoSys, Inc.",$88.01,130-96-9006
689,Beef Flat Iron Steak,Finance,M&T Bank Corporation,$14.42,717-49-0139
690,Wine - Baron De Rothschild,Capital Goods,"MOCON, Inc.",$66.47,519-08-9444
691,Monkfish Fresh - Skin Off,Consumer Services,Uniti Group Inc.,$21.64,860-91-0888
692,Mousse - Banana Chocolate,n/a,"Nuveen New York Municipal Value Fund, Inc.",$21.82,508-19-2729
693,Pork - Bones,Health Care,Midatech Pharma PLC,$98.91,539-19-3789
694,Chocolate - Dark,Energy,U.S. Energy Corp.,$62.46,215-88-8168
695,Sugar - Fine,Health Care,"Apollo Endosurgery, Inc.",$50.58,578-54-1064
696,Chocolate - Unsweetened,Consumer Durables,Graphic Packaging Holding Company,$58.03,346-71-7748
697,Crawfish,Technology,Yahoo! Inc.,$60.99,249-02-5042
698,"Juice - Apple, 1.36l",Finance,"United Community Banks, Inc.",$87.22,679-51-3678
699,Wine - Sake,n/a,Guggenheim Taxable Municipal Managed Duration Trst,$53.18,564-92-7152
700,Corn - On The Cob,Basic Industries,Unilever PLC,$98.38,200-62-5836
701,Vinegar - Cider,Energy,NGL ENERGY PARTNERS LP,$34.59,556-44-8289
702,Food Colouring - Orange,Consumer Services,Liberty Interactive Corporation,$98.16,730-24-1907
703,"Rum - White, Gg White",Finance,"Reinsurance Group of America, Incorporated",$4.72,282-50-2837
704,Ginger - Fresh,n/a,Eaton Vance Senior Floating-Rate Fund,$48.41,679-73-2835
705,Versatainer Nc - 888,n/a,"Haverty Furniture Companies, Inc.",$54.30,449-48-7958
706,Bouillion - Fish,Health Care,"Loxo Oncology, Inc.",$92.58,306-03-4240
707,General Purpose Trigger,Consumer Services,"Evolent Health, Inc",$54.45,146-37-3025
708,Honey - Lavender,Finance,China Rapid Finance Limited,$93.23,127-10-0859
709,Lamb - Bones,n/a,Proshares UltraPro Nasdaq Biotechnology,$37.77,521-92-7229
710,Chinese Foods - Plain Fried Rice,Energy,Baytex Energy Corp,$86.50,819-15-2417
711,"Tarragon - Primerba, Paste",Consumer Services,"CorEnergy Infrastructure Trust, Inc.",$77.15,248-41-4478
712,Scallops - Live In Shell,Finance,National Holdings Corporation,$73.68,522-40-3493
713,Currants,Consumer Non-Durables,Omega Protein Corporation,$33.28,517-34-7377
714,Longos - Lasagna Veg,n/a,VALE S.A.,$96.30,263-14-8852
715,Lettuce - Baby Salad Greens,n/a,PowerShares DWA Tactical Sector Rotation Portfolio,$43.42,633-21-1508
716,Wine - Sawmill Creek Autumn,Basic Industries,Sterling Construction Company Inc,$61.46,772-15-0555
717,Hipnotiq Liquor,n/a,"Gabelli Equity Trust, Inc. (The)",$61.31,690-03-1866
718,Flower - Dish Garden,Basic Industries,The AES Corporation,$14.43,567-18-2217
719,Soup Campbells Split Pea And Ham,Technology,"j2 Global, Inc.",$4.64,237-44-9320
720,Pastrami,Health Care,PAVmed Inc.,$38.52,623-81-5319
721,Jolt Cola - Electric Blue,Consumer Services,CHS Inc,$85.94,716-97-5064
722,Rambutan,Transportation,"Alaska Air Group, Inc.",$17.06,851-38-9310
723,Lamb - Sausage Casings,Consumer Non-Durables,S&W Seed Company,$85.34,227-36-9542
724,Juice - Orange,Finance,"ESSA Bancorp, Inc.",$47.61,523-96-5192
725,Lettuce - California Mix,n/a,"NextEra Energy, Inc.",$13.49,522-64-6420
726,Carbonated Water - Peach,Energy,"Blueknight Energy Partners L.P., L.L.C.",$24.45,479-21-3905
727,Raisin - Golden,Finance,"Penns Woods Bancorp, Inc.",$96.91,788-77-7998
728,Wine - Rioja Campo Viejo,Energy,Denbury Resources Inc.,$98.29,427-27-2417
729,Cookies Oatmeal Raisin,Consumer Services,"Empire State Realty Trust, Inc.",$40.97,671-77-3851
730,Ecolab - Lime - A - Way 4/4 L,Technology,Logitech International S.A.,$79.89,250-07-7231
731,Wood Chips - Regular,Transportation,Euronav NV,$46.94,791-85-4873
732,Sauce - Caesar Dressing,Finance,"Atlas Financial Holdings, Inc.",$76.90,678-91-1607
733,Yokaline,n/a,VictoryShares International High Div Volatility Wtd ETF,$75.39,862-70-2815
734,Coffee Guatemala Dark,Basic Industries,Endeavour Silver Corporation,$78.78,351-29-4676
735,"Leeks - Baby, White",Finance,"Brown & Brown, Inc.",$21.13,423-65-6847
736,Wine - Cotes Du Rhone Parallele,Public Utilities,"South Jersey Industries, Inc.",$28.91,789-83-9573
737,Chick Peas - Dried,Finance,ProAssurance Corporation,$76.08,545-11-4225
738,Milkettes - 2%,n/a,Nustar Energy L.P.,$38.51,583-59-6884
739,Broccoli - Fresh,n/a,Gladstone Investment Corporation,$25.90,443-27-5999
740,Lamb - Rack,Finance,Aflac Incorporated,$71.19,101-79-3865
741,Longan,n/a,Eaton Vance Senior Income Trust,$90.96,164-75-6477
742,Island Oasis - Magarita Mix,Technology,"New Relic, Inc.",$22.70,268-49-3797
743,Wine - Barbera Alba Doc 2001,Technology,"Citrix Systems, Inc.",$71.46,127-39-7983
744,Blackberries,Technology,"Ubiquiti Networks, Inc.",$7.71,657-04-7037
745,Bag Clear 10 Lb,Finance,"Manning & Napier, Inc.",$41.06,701-86-1184
746,Wine - Barolo Fontanafredda,Public Utilities,"Entergy Mississippi, Inc.",$58.97,528-72-6485
747,The Pop Shoppe - Cream Soda,Energy,Sundance Energy Australia Limited,$9.81,538-97-1987
748,"Pasta - Cappellini, Dry",Public Utilities,OGE Energy Corporation,$44.03,831-25-3997
749,Grapes - Green,Consumer Services,"Tilly's, Inc.",$1.45,621-90-3177
750,Beans - Kidney White,Basic Industries,NewMarket Corporation,$93.88,310-71-0532
751,Bagelers - Cinn / Brown,n/a,American Tower Corporation (REIT),$4.02,891-01-6129
752,Ecolab - Mikroklene 4/4 L,n/a,Arrow DWA Tactical ETF,$29.00,220-28-6679
753,Muffin - Zero Transfat,Public Utilities,Comp En De Mn Cemig ADS,$21.65,795-86-1394
754,Grapes - Black,Consumer Services,"Gartner, Inc.",$89.98,521-37-6175
755,"Orange - Canned, Mandarin",Miscellaneous,BSQUARE Corporation,$41.75,155-18-1198
756,"Cheese - Cheddar, Mild",Technology,Illinois Tool Works Inc.,$22.76,825-51-4356
757,Soup - French Onion,Finance,First Defiance Financial Corp.,$44.60,614-87-1185
758,Truffle - Whole Black Peeled,Consumer Services,"Zoe's Kitchen, Inc.",$90.87,501-11-4557
759,Munchies Honey Sweet Trail Mix,Consumer Non-Durables,Bunge Limited,$40.62,156-41-7742
760,Veal - Osso Bucco,Health Care,CRISPR Therapeutics AG,$60.14,794-51-7117
761,Sugar - Icing,Energy,Natural Resource Partners LP,$50.48,195-73-2395
762,"Pasta - Fusili, Dry",Finance,"Net 1 UEPS Technologies, Inc.",$24.00,849-37-3175
763,"Soup - Campbells, Creamy",n/a,Prudential Public Limited Company,$81.79,352-26-5545
764,Wasabi Powder,Basic Industries,Kronos Worldwide Inc,$81.17,811-90-3598
765,Pork - Shoulder,Technology,"Veritone, Inc.",$34.36,319-57-7166
766,Wine - Clavet Saint Emilion,Public Utilities,"Dominion Energy, Inc.",$74.65,226-17-9934
767,Lid - 3oz Med Rec,Finance,1st Constitution Bancorp (NJ),$28.23,102-39-7600
768,Amarula Cream,n/a,OFG Bancorp,$13.62,416-09-0719
769,"Tortillas - Flour, 8",Health Care,"Myriad Genetics, Inc.",$61.91,487-01-1138
770,Carbonated Water - Cherry,Consumer Services,"American Eagle Outfitters, Inc.",$95.88,239-70-6271
771,Vegetable - Base,Technology,"CEVA, Inc.",$70.11,596-33-8674
772,Pastry - Plain Baked Croissant,Energy,Marathon Petroleum Corporation,$91.03,883-96-4368
773,"Tomatoes - Cherry, Yellow",n/a,Axis Capital Holdings Limited,$66.81,620-14-6613
774,Ginger - Ground,Capital Goods,"PGT Innovations, Inc.",$36.09,866-03-6521
775,Wine - Valpolicella Masi,Consumer Services,"Redwood Trust, Inc.",$81.74,286-98-7114
776,Veal - Knuckle,n/a,FIRST REPUBLIC BANK,$96.17,644-89-1559
777,Juice - Ocean Spray Cranberry,n/a,"Goldman Sachs Group, Inc. (The)",$65.68,828-93-7540
778,Bag - Clear 7 Lb,Consumer Durables,"The Dixie Group, Inc.",$24.52,824-94-1938
779,Cake - Cake Sheet Macaroon,Consumer Services,Hyatt Hotels Corporation,$37.31,890-20-0155
780,Foil Cont Round,Health Care,McKesson Corporation,$13.95,450-40-3034
781,Savory,n/a,First Trust Multi Cap Value AlphaDEX Fund,$13.22,118-66-4045
782,Soup Campbells - Tomato Bisque,Finance,Synovus Financial Corp.,$61.34,156-93-0002
783,Scallops - In Shell,Technology,"Ultra Clean Holdings, Inc.",$63.39,456-98-0772
784,Cheese - Ermite Bleu,Technology,"NantHealth, Inc.",$49.28,272-92-1223
785,Pie Shell - 5,Finance,Orix Corp Ads,$13.49,303-72-5930
786,Beef - Ox Tongue,Technology,Teradata Corporation,$26.13,682-92-0036
787,Muffin - Mix - Mango Sour Cherry,n/a,First Trust MLP and Energy Income Fund,$96.95,261-41-4977
788,Ginger - Ground,Capital Goods,BlueLinx Holdings Inc.,$73.06,310-77-9867
789,Paper Towel Touchless,Consumer Services,"Foot Locker, Inc.",$90.47,249-82-0243
790,Table Cloth 54x54 Colour,Consumer Services,Aramark,$31.83,276-60-9528
791,Lid Tray - 12in Dome,Consumer Services,Gladstone Commercial Corporation,$34.02,288-58-3620
792,"Tart Shells - Sweet, 3",Public Utilities,"Archrock Partners, L.P.",$17.37,877-44-7071
793,Kellogs All Bran Bars,Consumer Services,"New York & Company, Inc.",$33.71,684-69-5722
794,Rice - Jasmine Sented,Health Care,"Heron Therapeutics, Inc.  ",$71.56,507-23-9012
795,"Glass - Wine, Plastic, Clear 5 Oz",Technology,"SuperCom, Ltd.",$62.10,807-21-3162
796,Beer - Blue,Basic Industries,"SunCoke Energy Partners, L.P.",$65.58,823-09-5667
797,Praline Paste,Health Care,"Calithera Biosciences, Inc.",$62.71,345-12-9629
798,"Bread - Roll, Soft White Round",n/a,"Hercules Capital, Inc.",$47.93,250-37-0232
799,Truffle Cups - White Paper,Health Care,"Pluristem Therapeutics, Inc.",$39.52,289-93-9479
800,Basil - Seedlings Cookstown,Technology,Perion Network Ltd,$4.43,377-20-2429
801,Jolt Cola - Electric Blue,Consumer Services,Liberty Global plc,$16.52,866-22-0279
802,Zucchini - Yellow,n/a,Resource Capital Corp.,$77.50,876-50-0215
803,Beef - Short Ribs,Technology,Acxiom Corporation,$26.21,512-68-7788
804,Tequila Rose Cream Liquor,Technology,"RealPage, Inc.",$67.59,503-81-7390
805,Soap - Hand Soap,Health Care,"Vermillion, Inc.",$32.89,706-12-2413
806,Radish,Miscellaneous,"GRAVITY Co., Ltd.",$46.38,669-52-4785
807,"Beef - Tenderlion, Center Cut",Consumer Non-Durables,Cosan Limited,$52.92,686-42-1182
808,Sugar - Palm,Consumer Services,"NV5 Global, Inc.",$31.22,543-54-6070
809,Fruit Mix - Light,n/a,Stellus Capital Investment Corporation,$68.96,806-48-7557
810,"Split Peas - Green, Dry",n/a,"GTY Technology Holdings, Inc.",$5.09,195-92-0407
811,Beef - Top Butt Aaa,n/a,iShares S&P Global Timber & Forestry Index Fund,$54.76,563-92-2940
812,"Cheese - Manchego, Spanish",n/a,CM Finance Inc,$81.77,616-84-9103
813,Chicken - Leg / Back Attach,Consumer Non-Durables,Pope Resources,$21.70,745-16-7675
814,"Napkin - Dinner, White",Public Utilities,Entergy Texas Inc,$99.84,410-48-3435
815,Cheese Cloth,Finance,HDFC Bank Limited,$82.91,144-04-1192
816,Bread - English Muffin,Health Care,Endo International plc,$84.15,359-67-5336
817,Beer - Tetleys,n/a,PowerShares International Dividend Achievers Portfolio,$71.70,532-71-6336
818,Wine - Sawmill Creek Autumn,Health Care,"Align Technology, Inc.",$43.84,545-21-5956
819,Lettuce - Red Leaf,n/a,W.R. Berkley Corporation,$51.65,610-89-4076
820,Beans - Butter Lrg Lima,Finance,"Provident Financial Services, Inc",$25.40,815-40-9136
821,Magnotta - Bel Paese White,Consumer Services,Lamar Advertising Company,$2.26,183-92-2755
822,Steamers White,Capital Goods,"China Automotive Systems, Inc.",$72.38,362-29-7567
823,"Wine - Red, Metus Rose",Consumer Services,"Ryder System, Inc.",$87.50,686-29-2780
824,Bay Leaf Fresh,Energy,YPF Sociedad Anonima,$16.26,806-36-6125
825,"Veal - Inside Round / Top, Lean",Finance,State Bank Financial Corporation.,$90.57,803-85-4505
826,Cheese - Brick With Pepper,Energy,Martin Midstream Partners L.P.,$60.12,442-30-3352
827,Jam - Apricot,Technology,"Fiserv, Inc.",$94.48,446-63-5596
828,Pepper - Jalapeno,Capital Goods,"Aethlon Medical, Inc.",$34.84,710-30-6554
829,Sauce - Sesame Thai Dressing,Health Care,"ChemoCentryx, Inc.",$0.74,263-57-5575
830,"Beef - Rib Roast, Cap On",Miscellaneous,"HRG Group, Inc.",$72.05,525-81-5555
831,Oil - Coconut,Public Utilities,UNITIL Corporation,$10.38,601-30-1512
832,Eggplant Italian,Miscellaneous,"Fidelity National Information Services, Inc.",$83.23,670-31-1597
833,Mikes Hard Lemonade,Technology,Immersion Corporation,$83.63,351-96-7717
834,Temperature Recording Station,Consumer Services,"Charter Communications, Inc.",$65.85,352-79-0727
835,"Turkey - Breast, Bone - In",n/a,"Nuveen California Municipal Value Fund, Inc.",$39.00,614-13-0786
836,True - Vue Containers,Energy,China Yuchai International Limited,$41.40,448-84-8307
837,Olives - Morracan Dired,n/a,"Columbia Seligman Premium Technology Growth Fund, Inc",$73.68,219-94-3046
838,Tomato - Tricolor Cherry,Health Care,"NeoGenomics, Inc.",$73.50,621-34-1301
839,Samosa - Veg,n/a,First Trust Senior Floating Rate Income Fund II,$92.70,142-74-2557
840,"Lid - Translucent, 3.5 And 6 Oz",Consumer Durables,UTStarcom Holdings Corp,$81.79,315-58-3465
841,Oven Mitts 17 Inch,Technology,"ParkerVision, Inc.",$13.43,534-74-8547
842,Calvados - Boulard,Finance,IBERIABANK Corporation,$96.91,548-60-6286
843,Beer - Camerons Cream Ale,n/a,"Sunstone Hotel Investors, Inc.",$20.32,349-30-0033
844,Wine - Sauvignon Blanc Oyster,Finance,Lehman ABS Corporation,$42.18,297-82-4633
845,Oil - Olive,Basic Industries,McEwen Mining Inc.,$61.76,311-45-0113
846,Mussels - Frozen,Health Care,InVivo Therapeutics Holdings Corp.,$74.15,217-22-9373
847,Beef - Tenderloin - Aa,Capital Goods,Heico Corporation,$85.08,378-87-6741
848,"Syrup - Monin, Amaretta",Health Care,"Diplomat Pharmacy, Inc.",$73.68,352-39-3422
849,"Beef - Roasted, Cooked",Finance,TD Ameritrade Holding Corporation,$16.47,217-27-4223
850,Soup - Campbells Pasta Fagioli,Technology,Asure Software Inc,$75.87,615-56-5709
851,V8 - Berry Blend,n/a,"PIMCO Commercial Mortgage Securities Trust, Inc.",$95.39,418-38-5479
852,Longos - Greek Salad,Miscellaneous,"QuinStreet, Inc.",$20.59,507-14-0942
853,Flour - Semolina,Consumer Non-Durables,Seneca Foods Corp.,$81.96,314-58-7697
854,"Wine - Red, Mouton Cadet",Finance,Ita? CorpBanca,$61.40,639-17-9085
855,Wine - Crozes Hermitage E.,n/a,First Trust Strategic High Income Fund II,$40.54,363-01-3569
856,Wine - Clavet Saint Emilion,n/a,iShares Asia 50 ETF,$53.96,475-37-2532
857,"Mushroom - Chantrelle, Fresh",Finance,Origo Acquisition Corporation,$99.25,874-41-0021
858,Bananas,Health Care,"ImmunoGen, Inc.",$97.09,540-29-3290
859,"Pasta - Penne, Rigate, Dry",Energy,"Diamondback Energy, Inc.",$72.10,649-41-7302
860,Cheese Cloth No 100,Technology,CSRA Inc.,$51.59,128-87-8153
861,Spaghetti Squash,n/a,DDR Corp.,$12.15,691-97-4999
862,Soup - Campbells Tomato Ravioli,n/a,Blackrock New York Municipal 2018 Term Trust,$47.60,573-63-5406
863,Wine - Jafflin Bourgongone,Technology,Seagate Technology PLC,$99.17,324-10-7750
864,Oil - Macadamia,Health Care,"Orexigen Therapeutics, Inc.",$81.59,341-78-6569
865,Juice - Cranberry 284ml,Technology,"2U, Inc.",$34.77,202-30-4090
866,Towels - Paper / Kraft,n/a,"Customers Bancorp, Inc",$11.84,128-36-2330
867,"Appetizer - Spring Roll, Veg",n/a,"NextEra Energy, Inc.",$17.75,793-84-4248
868,Plasticforkblack,Health Care,"Fortress Biotech, Inc.",$9.93,350-24-0454
869,Artichokes - Jerusalem,Public Utilities,"One Horizon Group, Inc.",$75.34,470-52-0184
870,Milk - 2%,Basic Industries,Silver Standard Resources Inc.,$37.22,284-60-3323
871,Tea - Black Currant,Transportation,Brink's Company (The),$84.95,555-83-1967
872,Muffin Hinge 117n,Consumer Durables,ChromaDex Corporation,$85.68,119-88-4941
873,Foil Cont Round,Miscellaneous,Dolby Laboratories,$29.74,755-08-2119
874,Pastry - Chocolate Chip Muffin,Finance,Fidelity Southern Corporation,$43.28,790-26-7374
875,Wine - Acient Coast Caberne,Basic Industries,Koppers Holdings Inc.,$76.26,255-64-9665
876,Grapes - Green,Technology,"Airgain, Inc.",$57.35,592-46-1320
877,Compound - Mocha,Finance,180 Degree Capital Corp.,$54.65,767-13-0881
878,Tomatoes - Roma,Technology,Mobileye N.V.,$37.06,614-39-8658
879,"Coconut - Shredded, Sweet",Technology,Magic Software Enterprises Ltd.,$98.03,322-89-6071
880,Versatainer Nc - 9388,n/a,"The Herzfeld Caribbean Basin Fund, Inc.",$31.30,629-26-2884
881,Ice Cream - Life Savers,Technology,Xactly Corporation,$36.16,556-79-1526
882,Muffin Mix - Lemon Cranberry,Capital Goods,Lyon William Homes,$77.63,424-72-2566
883,Ginsing - Fresh,Health Care,Novogen Limited,$64.28,241-41-5431
884,"Quail - Eggs, Fresh",Public Utilities,Lumos Networks Corp.,$28.71,464-10-5256
885,"Mushroom - Shitake, Fresh",Consumer Services,Public Storage,$41.27,545-47-3965
886,Lobster - Canned Premium,n/a,"M I Acquisitions, Inc.",$88.41,879-17-8976
887,Pate - Liver,Consumer Services,"Manhattan Bridge Capital, Inc",$2.41,258-45-0155
888,Dried Peach,Public Utilities,Qwest Corporation,$42.12,178-85-0755
889,Garbag Bags - Black,n/a,Invesco Municipal Income Opportunities Trust,$87.69,245-39-0992
890,Arctic Char - Fillets,Capital Goods,"FARO Technologies, Inc.",$41.63,765-19-2567
891,Yeast Dry - Fermipan,Basic Industries,Commercial Metals Company,$36.86,477-49-1601
892,Clams - Canned,n/a,Wells Fargo & Company,$0.89,843-06-2036
893,Sansho Powder,Technology,Open Text Corporation,$14.53,130-62-8981
894,Pasta - Cheese / Spinach Bauletti,n/a,Oi S.A.,$75.72,575-77-9877
895,"Potatoes - Purple, Organic",n/a,"Dupont Fabros Technology, Inc.",$8.60,842-38-0233
896,Pate - Liver,Finance,"County Bancorp, Inc.",$25.44,578-35-0592
897,Apple - Fuji,n/a,Macquarie/First Trust Global,$57.63,626-06-5669
898,Plaintain,Finance,"Maiden Holdings, Ltd.",$3.85,814-95-3815
899,Potatoes - Idaho 100 Count,Capital Goods,Genuine Parts Company,$92.69,281-92-2383
900,Cheese - Blue,Consumer Non-Durables,"ConAgra Brands, Inc.",$55.15,562-21-2086
901,Quail - Jumbo,Consumer Services,Advance Auto Parts Inc,$79.13,863-82-3521
902,Blueberries - Frozen,Capital Goods,"National Presto Industries, Inc.",$23.69,782-91-7258
903,Wine - White Cab Sauv.on,Public Utilities,Harmony Merger Corp.,$47.09,250-33-0698
